segments.date,campaign.name,ad_group.name,ad_group_ad.ad.id,ad_group_ad.ad.type,ad_group_ad.ad.name,ad_group_ad.status,ad_group_ad.ad.final_urls,metrics.impressions,metrics.clicks,metrics.ctr,metrics.average_cpc,metrics.cost_micros,metrics.conversions
2026-08-19,01_Core_Exact_NY,Cost-Price,816213589888,RESPONSIVE_SEARCH_AD,Cost-Price — controlled,ENABLED,['https://www.nypllc.com/order'],3,0,0.0,0.0,0,0.0
2026-08-19,01_Core_Exact_NY,Cost-Price,816286168247,RESPONSIVE_SEARCH_AD,Cost-Price — unpinned,ENABLED,['https://www.nypllc.com/order'],1,0,0.0,0.0,0,0.0
2026-08-19,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],3,0,0.0,0.0,0,0.0
2026-08-19,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],10,2,0.2,4640000.0,9280000,0.0
2026-08-19,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-19,01_Core_Exact_NY,Service-Intent,816286167770,RESPONSIVE_SEARCH_AD,Service-Intent — unpinned,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],3,0,0.0,0.0,0,0.0
2026-08-19,02_Professions_NY,Therapists-LCSW,816177627501,RESPONSIVE_SEARCH_AD,Therapists-LCSW — unpinned,ENABLED,['https://www.nypllc.com/professions/lcsw'],2,0,0.0,0.0,0,0.0
2026-08-19,02_Professions_NY,Therapists-LCSW,816177653268,RESPONSIVE_SEARCH_AD,Therapists-LCSW — controlled,ENABLED,['https://www.nypllc.com/professions/lcsw'],1,0,0.0,0.0,0,0.0
2026-08-19,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],104,9,0.08653846153846154,12750000.0,114750000,2.0
2026-08-20,01_Core_Exact_NY,Cost-Price,816286168247,RESPONSIVE_SEARCH_AD,Cost-Price — unpinned,ENABLED,['https://www.nypllc.com/order'],1,0,0.0,0.0,0,0.0
2026-08-20,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-20,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],22,2,0.09090909090909091,6739452.0,13478904,0.0
2026-08-20,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],2,0,0.0,0.0,0,0.0
2026-08-20,02_Professions_NY,Therapists-LCSW,816177653268,RESPONSIVE_SEARCH_AD,Therapists-LCSW — controlled,ENABLED,['https://www.nypllc.com/professions/lcsw'],1,0,0.0,0.0,0,0.0
2026-08-20,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],90,10,0.1111111111111111,8201449.5,82014495,0.0
2026-08-21,01_Core_Exact_NY,Brand,816213555055,RESPONSIVE_SEARCH_AD,Brand — unpinned,ENABLED,['https://www.nypllc.com/'],1,0,0.0,0.0,0,0.0
2026-08-21,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],4,1,0.25,3580000.0,3580000,0.0
2026-08-21,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],10,0,0.0,0.0,0,0.0
2026-08-21,01_Core_Exact_NY,Service-Intent,816286167770,RESPONSIVE_SEARCH_AD,Service-Intent — unpinned,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,1,1.0,4190000.0,4190000,0.0
2026-08-21,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],60,4,0.06666666666666667,14110000.0,56440000,1.0
2026-08-22,01_Core_Exact_NY,Brand,816213511561,RESPONSIVE_SEARCH_AD,Brand — controlled,ENABLED,['https://www.nypllc.com/'],1,0,0.0,0.0,0,0.0
2026-08-22,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],2,0,0.0,0.0,0,0.0
2026-08-22,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],5,1,0.2,1111510.0,1111510,0.0
2026-08-22,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],2,0,0.0,0.0,0,0.0
2026-08-22,01_Core_Exact_NY,Service-Intent,816286167770,RESPONSIVE_SEARCH_AD,Service-Intent — unpinned,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],3,1,0.3333333333333333,8270000.0,8270000,0.0
2026-08-22,02_Professions_NY,Nurse-Practitioners,816177654126,RESPONSIVE_SEARCH_AD,Nurse-Practitioners — unpinned,ENABLED,['https://www.nypllc.com/professions/nurse-practitioner'],1,0,0.0,0.0,0,0.0
2026-08-22,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],25,1,0.04,2190000.0,2190000,0.0
2026-08-23,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-23,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],3,1,0.3333333333333333,610000.0,610000,0.0
2026-08-23,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],56,5,0.08928571428571429,7702598.0,38512990,0.0
2026-08-24,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-24,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],14,0,0.0,0.0,0,0.0
2026-08-24,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-24,01_Core_Exact_NY,Service-Intent,816286167770,RESPONSIVE_SEARCH_AD,Service-Intent — unpinned,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,0,0.0,0.0,0,0.0
2026-08-24,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],92,8,0.08695652173913043,9635000.0,77080000,1.0
2026-08-25,01_Core_Exact_NY,Cost-Price,816213589888,RESPONSIVE_SEARCH_AD,Cost-Price — controlled,ENABLED,['https://www.nypllc.com/order'],2,1,0.5,3413902.0,3413902,0.0
2026-08-25,01_Core_Exact_NY,Cost-Price,816286168247,RESPONSIVE_SEARCH_AD,Cost-Price — unpinned,ENABLED,['https://www.nypllc.com/order'],2,0,0.0,0.0,0,0.0
2026-08-25,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],3,0,0.0,0.0,0,0.0
2026-08-25,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],24,3,0.125,10493333.333333334,31480000,0.0
2026-08-25,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],6,1,0.16666666666666666,16660000.0,16660000,0.0
2026-08-25,02_Professions_NY,Therapists-LCSW,816177653268,RESPONSIVE_SEARCH_AD,Therapists-LCSW — controlled,ENABLED,['https://www.nypllc.com/professions/lcsw'],1,0,0.0,0.0,0,0.0
2026-08-25,Sales-Search-1,NY PLLC Formation,780467444330,RESPONSIVE_SEARCH_AD,,ENABLED,['https://www.nypllc.com'],122,8,0.06557377049180328,8940000.0,71520000,0.0
2026-08-26,01_Core_Exact_NY,Brand,816213511561,RESPONSIVE_SEARCH_AD,Brand — controlled,ENABLED,['https://www.nypllc.com/'],1,0,0.0,0.0,0,0.0
2026-08-26,01_Core_Exact_NY,Brand,816213555055,RESPONSIVE_SEARCH_AD,Brand — unpinned,ENABLED,['https://www.nypllc.com/'],1,0,0.0,0.0,0,0.0
2026-08-26,01_Core_Exact_NY,Formation-Core,816213581518,RESPONSIVE_SEARCH_AD,Formation-Core — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],4,1,0.25,4150000.0,4150000,0.0
2026-08-26,01_Core_Exact_NY,Formation-Core,816286133015,RESPONSIVE_SEARCH_AD,Formation-Core — unpinned,PAUSED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],13,1,0.07692307692307693,10890000.0,10890000,0.0
2026-08-26,01_Core_Exact_NY,Service-Intent,816213581680,RESPONSIVE_SEARCH_AD,Service-Intent — controlled,ENABLED,['https://www.nypllc.com/how-to-form-a-pllc-in-ny'],1,1,1.0,8460000.0,8460000,0.0
2026-08-26,02_Professions_NY,Therapists-LCSW,816177627501,RESPONSIVE_SEARCH_AD,Therapists-LCSW — unpinned,ENABLED,['https://www.nypllc.com/professions/lcsw'],1,0,0.0,0.0,0,0.0
